dish_id,unit,event_id,category_id,planned_qty,stage_id,dish_name,planned_cost,id,created_date,updated_date,created_by_id,created_by,is_sample
"69a0113b3f93bac4ee5e6b47","","69b167981d2bf3f7e749b941","691ef050418ec1421660f469","0","","פילה סלמון בגלייז קשיו על רייס קייק ובוקצ'וי","0","69b298c85c82a508dec0c6c5","2026-03-12T10:43:20.458000","2026-03-12T10:43:20.458000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00af226840b2683305014","","69b167981d2bf3f7e749b941","691ef050418ec1421660f468","0","","סשימי סלמון חלפיניו ליים מנה ראשונה","0","69b298b1b348c5d2d50f73c6","2026-03-12T10:42:57.875000","2026-03-12T10:42:57.875000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00af226840b2683305016","","69b167981d2bf3f7e749b941","691ef050418ec1421660f468","0","","רוסט סינטה","0","69b298b0fe11d2588c22ca5d","2026-03-12T10:42:56.772000","2026-03-12T10:42:56.772000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00af226840b2683305015","","69b167981d2bf3f7e749b941","691ef050418ec1421660f468","0","","פטה של כבדים","0","69b298af91e1663af82b4ce5","2026-03-12T10:42:55.661000","2026-03-12T10:42:55.661000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00af226840b2683305012","","69b167981d2bf3f7e749b941","691ef050418ec1421660f468","0","","סלט קיסר","0","69b298ae64045be12ad33ed5","2026-03-12T10:42:54.331000","2026-03-12T10:42:54.331000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00af226840b2683305011","","69b167981d2bf3f7e749b941","691ef050418ec1421660f468","0","","סלט עגבניות הרברט סמואל","0","69b298ad512ef2e5685a8641","2026-03-12T10:42:53.373000","2026-03-12T10:42:53.373000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00b6426840b2683305053","","69b167981d2bf3f7e749b941","691ef050418ec1421660f468","0","","סלט שורשים אסיאתי","0","69b298ac222cb9e6fcdd3588","2026-03-12T10:42:52.057000","2026-03-12T10:42:52.057000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fcb","","69b167981d2bf3f7e749b941","691ef050418ec1421660f468","0","","מטבל עגבניות וזיתים","0","69b298aa7011be9aab3e853e","2026-03-12T10:42:50.812000","2026-03-12T10:42:50.812000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fce","","69b167981d2bf3f7e749b941","691ef050418ec1421660f468","36","","סלסלת לחם","277.92","69b298a9fcdef1a4e2831653","2026-03-12T10:42:49.770000","2026-03-12T12:27:20.393000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fd1","","69b167981d2bf3f7e749b941","691ef050418ec1421660f468","0","","קרם חציל מעושן","0","69b298a85ea2466bf91d0376","2026-03-12T10:42:48.709000","2026-03-12T10:42:48.709000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00bee26840b26833050a6","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","סלט עשבי גינה עם פקאן מקורמל","0","69b29870269bd0faa14d8c10","2026-03-12T10:41:52.602000","2026-03-12T10:41:52.602000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00b6426840b2683305058","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","פיצה כמהין ופטריות","0","69b2986e9ca4de724f3c6771","2026-03-12T10:41:50.492000","2026-03-12T10:41:50.492000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00b6426840b2683305057","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","פיצה פסטו רוסטביף","0","69b2986d58e029426277780f","2026-03-12T10:41:49.616000","2026-03-12T10:41:49.616000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00b6426840b2683305056","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","אסאדו בבישול ארוך לצד ניוקי פריטה","0","69b2986c4c4c8568d8770e7e","2026-03-12T10:41:48.593000","2026-03-12T10:41:48.593000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00b6426840b268330505b","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","ברוסקטה פילה כבוש ואיולי","0","69b2986bf32237675038ef21","2026-03-12T10:41:47.545000","2026-03-12T10:41:47.545000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00b6426840b2683305055","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","טרטר בקר","0","69b2986a7300d0c99afa0bed","2026-03-12T10:41:46.042000","2026-03-12T10:41:46.042000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00bee26840b26833050a8","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","ברוסקטה טרטר אבוקדו ועגבניות","0","69b29869f4ff43cc24886b8b","2026-03-12T10:41:45.244000","2026-03-12T10:41:45.244000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00bee26840b26833050a9","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","ברוסקטה פילה כבוש ואיולי כמהין","0","69b2986809a57c69173ac6a0","2026-03-12T10:41:44.316000","2026-03-12T10:41:44.316000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fd0","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","סלט עוף ומלפפונים אסיאתי","0","69b298678d0a98d65270cdde","2026-03-12T10:41:43.391000","2026-03-12T10:41:43.391000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fcf","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","קריספי רייס עם דג ורוטב יוזו","0","69b298650926d9a633b5c281","2026-03-12T10:41:41.777000","2026-03-12T10:41:41.777000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fcc","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","סביצ׳ה קריבי","0","69b2986499398aa77e49f136","2026-03-12T10:41:40.895000","2026-03-12T10:41:40.895000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fd8","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","כדור המאצ'י, תפוז דם, שומשום ובזיליקום","0","69b29864f23ac7e54f097a1b","2026-03-12T10:41:40.086000","2026-03-12T10:41:40.086000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00af226840b2683305013","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","סלט סום טאם","0","69b2986374bbff34f4082140","2026-03-12T10:41:39.168000","2026-03-12T10:41:39.168000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00bab26840b2683305077","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","סביצ'ה טונה אדומה","0","69b298622f78cd8463e12a4c","2026-03-12T10:41:38.326000","2026-03-12T10:41:38.326000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00bab26840b2683305071","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","סלט אצות וואקאמה","0","69b29861875eba18a33fca78","2026-03-12T10:41:37.292000","2026-03-12T10:41:37.292000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00bab26840b2683305072","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","סביצ'ה ים תיכוני","0","69b29860f5b063b344eae02d","2026-03-12T10:41:36.288000","2026-03-12T10:41:36.288000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00bee26840b26833050a3","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","סביצ'ה דג ים, גספצ'יו ","0","69b2985f7382405fd05c2e41","2026-03-12T10:41:35.187000","2026-03-12T10:41:35.187000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a02a1fbc1c1ea5954cac76","","69b167981d2bf3f7e749b941","691ef050418ec1421660f467","0","","סשימי סלמון חלפיניו ליים קבלת פנים","0","69b2985d5c31cadef8139baa","2026-03-12T10:41:33.531000","2026-03-12T10:41:33.531000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a03ff526161d44e39c3651","","69b167981d2bf3f7e749b941","69a57a1796be41a017261a45","0","","מנת המבורגר","0","69b29842c43cb4c9305c0099","2026-03-12T10:41:06.832000","2026-03-12T10:41:06.832000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a04c529ffbb7c1b74e8c39","","69b167981d2bf3f7e749b941","69a57a1796be41a017261a45","0","","קנטאקי פרייד צ'יקן","0","69b29841fb3970b9c90896cd","2026-03-12T10:41:05.385000","2026-03-12T10:41:05.385000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"694d43c110d0855f3b6c7392","","69b02199b11311e390ddb733","6910c2e122b0e770b15ec648","0","","דג ים עם ניוקי עננים ברוטב זעפרן ","0","69b1b4079d975d96e90f6639","2026-03-11T18:27:19.334000","2026-03-11T18:27:19.334000","69104fba960f8b25c61d5a0c","gilh207@gmail.com","false"
"69510881469e548f99484a08","","69b02199b11311e390ddb733","6910c2e122b0e770b15ec648","0","","קארי מסמאן אדום עם טופו","0","69b1b25d03f101e4bc49f180","2026-03-11T18:20:13.172000","2026-03-11T18:20:13.172000","69104fba960f8b25c61d5a0c","gilh207@gmail.com","false"
"69946ea7feafa1bb67e55c37","","69b02199b11311e390ddb733","6910c2e122b0e770b15ec64a","0","","חצי מגש שוקולד","0","69b165ecf6f3ad1f8809321a","2026-03-11T12:54:04.035000","2026-03-11T12:54:04.035000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69480ace968769d2b82908fe","","69b02199b11311e390ddb733","6914a39a9240d3d7b28c638c","0","","סלט עגבניות הרברט סמואל","0","69b165d13f7ad67c3217d0c6","2026-03-11T12:53:37.360000","2026-03-11T12:53:37.360000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"698079dcd153a74ea34939b5","","69b02199b11311e390ddb733","6914a3cdd7f1f518fe42db8a","0","","סביצ'ה ים תיכוני","0","69b165b9a66717728935becc","2026-03-11T12:53:13.176000","2026-03-11T12:53:13.176000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"691ee540f38cbfe0b30171f2","","69b02199b11311e390ddb733","6910c2e122b0e770b15ec648","0","","פילה בקר טורנדו תפוח אדמה וירקות באש פתוחה","0","69b021a18324a0a258bf9861","2026-03-10T13:50:25.251000","2026-03-10T13:50:25.251000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"694ab1e7b9ddf11a7a3b3bed","","69b02199b11311e390ddb733","6914a39a9240d3d7b28c638c","65","","סלט שורשים","378.3008508608134","69b0219dbf6c872eb7a8f831","2026-03-10T13:50:21.786000","2026-03-11T12:56:16.933000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a017f75059d9df0f03330f","","69b02199b11311e390ddb733","6914a3cdd7f1f518fe42db8a","0","","סשימי סלמון חלפיניו ליים קבלת פנים","0","69b0219c3464c067737b3430","2026-03-10T13:50:20.457000","2026-03-10T13:50:20.457000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fd0","","69a6dd1d06b74cbac0b562b6","691ef050418ec1421660f467","0","","סלט עוף ומלפפונים אסיאתי","0","69a6de58eff43691cc01ce64","2026-03-03T13:12:56.794000","2026-03-12T09:48:08.643000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00af226840b2683305015","","69a6dd1d06b74cbac0b562b6","691ef050418ec1421660f468","9","","פטה של כבדים","18.751404282608693","69a6de42b1d2fb73a4247b59","2026-03-03T13:12:34.273000","2026-03-12T09:42:30.066000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fd3","","69a6dd1d06b74cbac0b562b6","691ef050418ec1421660f46a","0","","קאנל לוטוס, שוקולד בלגי מריר ועוגיות לוטוס שבורות","0","69a6dd48f3c8de0a95d3c389","2026-03-03T13:08:24.222000","2026-03-03T13:08:24.222000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fcd","","69a6dd1d06b74cbac0b562b6","691ef050418ec1421660f469","0","","פילה בקר טורנדו תפוח אדמה וירקות באש פתוחה","0","69a6dd456c4d3479661f0788","2026-03-03T13:08:21.080000","2026-03-03T13:08:21.080000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00af226840b2683305011","","69a6dd1d06b74cbac0b562b6","691ef050418ec1421660f468","9","","סלט עגבניות הרברט סמואל","8.9592","69a6dd422d65fea4cf0f0f7c","2026-03-03T13:08:18.209000","2026-03-12T09:46:59.318000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a02a1fbc1c1ea5954cac76","","69a6dd1d06b74cbac0b562b6","691ef050418ec1421660f467","0","","סשימי סלמון חלפיניו ליים קבלת פנים","0","69a6dd3d011b1d2b8dabc7a9","2026-03-03T13:08:13.357000","2026-03-10T13:22:47.605000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00b6426840b2683305056","","69a6ade5a577053637d2ca29","691ef050418ec1421660f467","0","","אסאדו בבישול ארוך לצד ניוקי פריטה","0","69a6ae3910c6d2f015e2a065","2026-03-03T09:47:37.297000","2026-03-12T09:29:27.675000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fd3","","69a6ade5a577053637d2ca29","691ef050418ec1421660f46a","0","","קאנל לוטוס, שוקולד בלגי מריר ועוגיות לוטוס שבורות","0","69a6ae28b1c9251d7aeebac2","2026-03-03T09:47:20.732000","2026-03-03T09:47:20.732000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a0113b3f93bac4ee5e6b47","","69a6ade5a577053637d2ca29","691ef050418ec1421660f469","0","","פילה סלמון בגלייז קשיו על רייס קייק ובוקצ'וי","0","69a6ae276c946a296e936916","2026-03-03T09:47:19.033000","2026-03-12T09:43:47.447000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00b6426840b2683305053","","69a6ade5a577053637d2ca29","691ef050418ec1421660f468","35","","סלט שורשים","77.08966911538354","69a6adfa12237b03ce1cbdd3","2026-03-03T09:46:34.122000","2026-03-12T09:42:02.025000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a02a1fbc1c1ea5954cac76","","69a6ade5a577053637d2ca29","691ef050418ec1421660f467","0","","סשימי סלמון חלפיניו ליים קבלת פנים","0","69a6adf6669b1710fc27188a","2026-03-03T09:46:30.926000","2026-03-03T09:46:30.926000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69480a4b9c151706175dd376","","69a00d39fa368baaf80f2bab","6914a3cdd7f1f518fe42db8a","263","","קריספי רייס עם דג ורוטב יוזו","729.6183188797493","69a02a846b058d4898ef1cdd","2026-02-26T11:12:04.703000","2026-02-26T11:12:04.703000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"698c546ddfc97b5e1842f6c2","","699452917ac8af9c0794008f","6914a39a9240d3d7b28c638c","38","","קרם חציל מעושן","33.80914788359789","69a01a40b162bee8b0f9b3d3","2026-02-26T10:02:40.624000","2026-03-12T09:55:25.034000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"693dcf020ccd56ac861f2fa7","","699452917ac8af9c0794008f","6914a39a9240d3d7b28c638c","35","","סלסלת לחם","270.20000000000005","69a01a213c951e355f3f1c00","2026-02-26T10:02:09.361000","2026-03-12T12:27:08.930000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a017f75059d9df0f03330f","","69a00d39fa368baaf80f2bab","6914a3cdd7f1f518fe42db8a","350","","סשימי סלמון חלפיניו ליים קבלת פנים","942.4933636523751","69a018431814e384240118ce","2026-02-26T09:54:11.645000","2026-02-26T09:54:11.645000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a017f7bfe2225472d2d4a4","","69a00d39fa368baaf80f2bab","6914a3cdd7f1f518fe42db8a","350","","סשימי סלמון חלפיניו ליים קבלת פנים","942.4933636523751","69a0180d2d3ce2a627e830b3","2026-02-26T09:53:17.556000","2026-02-26T09:53:17.556000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69510881469e548f99484a08","","69a00e22bba6ad0a590a6d7c","6910c2e122b0e770b15ec648","18","","קארי מסמאן אדום עם טופו","111.27330656934308","69a012413efc2fbede61262d","2026-02-26T09:28:33.126000","2026-02-26T09:28:33.126000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69480b354a38a25b2a1f8e20","","69a00e22bba6ad0a590a6d7c","6910c2e122b0e770b15ec648","0","","פילה סלמון בגלייז קשיו על רייס קייק ובוקצ'וי","0","69a0123ad9486ffd18ccee3f","2026-02-26T09:28:26.449000","2026-03-12T09:56:23.102000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69480ace968769d2b82908fe","","69a00e22bba6ad0a590a6d7c","6914a39a9240d3d7b28c638c","100","","סלט עגבניות הרברט סמואל","407.6700000000001","69a0122c7d38546221052a99","2026-02-26T09:28:12.711000","2026-03-10T13:47:18.649000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69480b0e9e56b92f6864b3f4","","69a00dafe38bb4a9da4de92d","6914a39a9240d3d7b28c638c","32","","פטה של כבדים","61.01037066666667","69a011dab97ec92187559077","2026-02-26T09:26:50.127000","2026-03-10T13:47:18.897000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69480ace968769d2b82908fe","","69a00dafe38bb4a9da4de92d","6914a39a9240d3d7b28c638c","34","","סלט עגבניות הרברט סמואל","138.60780000000003","69a011d59b3a4467aa0df8c0","2026-02-26T09:26:45.454000","2026-03-10T13:47:19.060000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"695106e5df3cf3242ddd2693","","69a00dafe38bb4a9da4de92d","6914a3cdd7f1f518fe42db8a","72","","מרק ארטישוק ירושלמי וערמונים","318.1486928571429","69a011c8d48437524ba7be32","2026-02-26T09:26:32.975000","2026-02-26T09:26:32.975000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"698079dcd153a74ea34939b5","","69a00dafe38bb4a9da4de92d","6914a3cdd7f1f518fe42db8a","48","","סביצ'ה ים תיכוני","169.41694117647057","69a011be8d196cea6aa19932","2026-02-26T09:26:22.039000","2026-02-26T09:26:22.039000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69480a861f2f811da1a261d7","","69a00dafe38bb4a9da4de92d","6914a3cdd7f1f518fe42db8a","0","","דפי קולורבי מוחמצים עם שומשום שחור","0","69a011aefd80f646368b9605","2026-02-26T09:26:06.804000","2026-03-12T09:52:56.200000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00b6426840b2683305054","","69a00df94ddda7121dfb6f46","691ef050418ec1421660f469","0","","קארי מסמאן אדום עם טופו","0","69a01192533cd290ec4a8f02","2026-02-26T09:25:38.077000","2026-03-12T09:43:57.160000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00af226840b268330501a","","69a00df94ddda7121dfb6f46","691ef050418ec1421660f469","0","","פילה מיניון עם שעועית ירוקה ופירה כמהין","0","69a0118c99ba7951cadd610a","2026-02-26T09:25:32.249000","2026-03-12T09:43:41.682000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fd9","","69a00df94ddda7121dfb6f46","691ef050418ec1421660f469","0","","עוף שלם עם תפוחי אדמה פרובאנס","0","69a01184acb38cdf2631d920","2026-02-26T09:25:24.398000","2026-03-11T18:30:29.958000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a0113b3f93bac4ee5e6b47","","69a00df94ddda7121dfb6f46","691ef050418ec1421660f469","0","","פילה סלמון בגלייז קשיו על רייס קייק ובוקצ'וי","0","69a0117ede796986a6d1f8e9","2026-02-26T09:25:18.443000","2026-03-12T09:43:48.321000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00af226840b2683305012","","69a00df94ddda7121dfb6f46","691ef050418ec1421660f468","22","","סלט קיסר","38.79150611135572","69a011163fd55a371b782a3e","2026-02-26T09:23:34.713000","2026-03-12T09:42:16.465000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00b6426840b2683305053","","69a00df94ddda7121dfb6f46","691ef050418ec1421660f468","22","","סלט שורשים","48.456363443955375","69a01111b77dad01fd04159e","2026-02-26T09:23:29.113000","2026-03-12T09:42:02.780000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fd0","","69a00df94ddda7121dfb6f46","691ef050418ec1421660f467","0","","סלט עוף ומלפפונים אסיאתי","0","69a010fe3fd55a371b782a30","2026-02-26T09:23:10.376000","2026-03-12T09:48:09.494000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fd8","","69a00df94ddda7121dfb6f46","691ef050418ec1421660f467","0","","כדור המאצ'י, תפוז דם, שומשום ובזיליקום","0","69a010eb0dac21e3a5c26358","2026-02-26T09:22:51.940000","2026-03-12T09:39:50.940000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69a00a7b26840b2683304fcf","","69a00df94ddda7121dfb6f46","691ef050418ec1421660f467","175","","קריספי רייס עם דג ורוטב יוזו","485.4874745397571","69a010e79b3a4467aa0df800","2026-02-26T09:22:47.684000","2026-03-12T09:40:34.387000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69480ace968769d2b82908fe","","69a00d39fa368baaf80f2bab","6914a39a9240d3d7b28c638c","100","","סלט עגבניות הרברט סמואל","407.6700000000001","69a00e9e2270e8d342c9b2f7","2026-02-26T09:13:02.439000","2026-03-10T13:47:19.838000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"694ab1e7b9ddf11a7a3b3bed","","69a00d39fa368baaf80f2bab","6914a39a9240d3d7b28c638c","65","","סלט שורשים","378.3008508608134","69a00e9929d74c03455acf8a","2026-02-26T09:12:57.893000","2026-03-11T12:56:17.480000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69946f46a362f63ade0952fc","","69a00d39fa368baaf80f2bab","6914a3cdd7f1f518fe42db8a","0","","כדור המאצ'י, תפוז דם, שומשום ובזיליקום","0","69a00e8c92d8d39de0c757e3","2026-02-26T09:12:44.352000","2026-03-12T09:53:19.337000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"693dcf020ccd56ac861f2fa7","","699451f76af495ab397f0985","6914a39a9240d3d7b28c638c","52","","סלסלת לחם","401.44000000000005","699f152b29967cd6d2d95aa4","2026-02-25T15:28:43.614000","2026-03-12T12:27:09.861000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69510881469e548f99484a08","","699452917ac8af9c0794008f","6910c2e122b0e770b15ec648","10","","קארי מסמאן אדום עם טופו","61.81850364963505","699ec0b3b5d3ad8bb3ab1625","2026-02-25T09:28:19.990000","2026-02-25T09:28:19.990000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"691ee540f38cbfe0b30171f2","","699452917ac8af9c0794008f","6910c2e122b0e770b15ec648","0","","פילה בקר טורנדו תפוח אדמה וירקות באש פתוחה","0","699ec0acc4c80d56057d8705","2026-02-25T09:28:12.077000","2026-02-25T10:58:26.010000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"698087bbe224dae8678d9011","","699452917ac8af9c0794008f","6910c2e122b0e770b15ec648","40","","פרגית צרובה ברוטב ""סאטה"" בוטנים לצד אורז וירוקים","527.8643854197206","699ec0a897ab54e0441064d5","2026-02-25T09:28:08.211000","2026-02-25T09:28:08.211000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69480b354a38a25b2a1f8e20","","699452917ac8af9c0794008f","6910c2e122b0e770b15ec648","0","","פילה סלמון בגלייז קשיו על רייס קייק ובוקצ'וי","0","699ec0a397ab54e0441064cf","2026-02-25T09:28:03.724000","2026-03-12T09:56:23.640000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"69510819b335ef7727994692","","699452917ac8af9c0794008f","6910c2e122b0e770b15ec648","10","","לזניה של מאמא רנטה מנאפולי (צמחוני)","206.82105555555555","699ec09ebe9eb2c43f0e0ba0","2026-02-25T09:27:58.090000","2026-02-25T09:27:58.090000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"6910bd23f502fd303aafa6d6","g","699452917ac8af9c0794008f","6914a39a9240d3d7b28c638c","42","","מטבל עגבניות וזיתים","124.40475903614457","699ec09653fd364b00206314","2026-02-25T09:27:50.275000","2026-03-10T13:47:21.777000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
