waste_pct,last_price_update,ingredient_category_name,current_supplier_id,ingredient_category_id,on_hand_qty,unit,system_unit,price_per_system,name,base_price,purchase_unit,current_supplier_name,category,price_per_unit,id,created_date,updated_date,created_by_id,created_by,is_sample
"0","2026-02-02","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","46.875","פטריות שמפניון","7.5","0.16"," עלה עלה בע״מ","694af88a3cc726579c37ab91","46.875","6980780e8ed3fbb55d193c3a","2026-02-02T10:10:22.146000","2026-02-02T10:10:22.146000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-02-02","תבלינים ורטבים","691366fcbb19887994250dac","694af88a3cc726579c37ab97","0","ליטר","ליטר","125.27","רוטב יין אדום","125.27","1","י. שבי שיווק מזון בע״מ","694af88a3cc726579c37ab97","125.27","6980739124546f59ded6129c","2026-02-02T09:51:13.960000","2026-02-02T09:51:13.960000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-02-02","בשר ועוף","69284f796554eb682830c1d2","694af88a3cc726579c37ab92","0","ק״ג","ק״ג","3","עצמות עוף","3","1","חמישה קצבים בע״מ","694af88a3cc726579c37ab92","3","698070c9754a136cd8c71fcf","2026-02-02T09:39:21.013000","2026-02-02T09:39:21.013000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-02-02","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","38","ארטישוק ירושלמי מקולף","38","1"," עלה עלה בע״מ","694af88a3cc726579c37ab91","38","69806fee5bedee0e82f6330e","2026-02-02T09:35:42.029000","2026-02-02T09:35:42.029000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-14","תבלינים ורטבים","6914a8acbd838a91b37e62ae","694af88a3cc726579c37ab97","0","יחידה","יחידה","32","כמון הודי טחון","32","1","חבשוש אריה עסקי מזון בע״מ","694af88a3cc726579c37ab97","32","695b98015818ece11db154d6","2026-01-05T10:52:49.169000","2026-01-18T10:48:43.863000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-05","בצק ולחם","692d68a25d40da7affa487b7","694af88a3cc726579c37ab94","0","ק״ג","ק״ג","24.75","קמח תירס ללא גלוטן 400 ג","9.9","0.4","טרז פזוס בע״מ","","24.75","695b977f4e17558cfac92f57","2026-01-05T10:50:39.526000","2026-01-05T10:50:39.526000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-05","בצק ולחם","6928383eba0b0a57af83d3f5","694af88a3cc726579c37ab94","0","ק״ג","ק״ג","0","ארנצ'י טבעוני 1.8 קג","0","1.8","א.סיימן סחר בע״מ","","0","695b967d12ea19fff16ba12f","2026-01-05T10:46:21.953000","2026-01-05T10:46:21.953000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-12","תבלינים ורטבים","691366fcbb19887994250dac","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","1.5833333333333333","מלח בישול 1/12 קג סלית","19","12","י. שבי שיווק מזון בע״מ","694af88a3cc726579c37ab97","1.5833333333333333","695b9181af04b619b5f77bf7","2026-01-05T10:25:05.830000","2026-01-18T10:48:43.863000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-21","תבלינים ורטבים","","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","1.7","ערמונים מקולפים 100 ג","8.5","5","","694af88a3cc726579c37ab97","1.7","695b91299ddab70545411108","2026-01-05T10:23:37.147000","2026-01-21T14:15:43.365000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-05","תבלינים ורטבים","691366fcbb19887994250dac","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","56","ציר בקר קנור 1 קג","56","1","י. שבי שיווק מזון בע״מ","694af88a3cc726579c37ab97","56","695b90a7a24e0019905664c1","2026-01-05T10:21:27.281000","2026-01-18T10:48:43.863000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-05","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","27","תרד בייבי מהדרין קג","27","1"," עלה עלה בע״מ","694af88a3cc726579c37ab91","27","695b8b0ef94490293ce13d77","2026-01-05T09:57:34.959000","2026-01-18T10:48:39.090000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-02-16","תבלינים ורטבים","692d582a3942954ddf3779f6","694af88a3cc726579c37ab97","0","יחידה","יחידה","2","נאמס ירקות 35 גרם","2","1","דיפלומט מפיצים בע״מ","694af88a3cc726579c37ab97","2","695b8a932aad8f6e63bb4586","2026-01-05T09:55:31.068000","2026-02-16T13:25:47.825000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-14","תבלינים ורטבים","692d582a3942954ddf3779f6","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","23.995","מחית קארי ירוק 1 קג","23.995","1","דיפלומט מפיצים בע״מ","694af88a3cc726579c37ab97","23.995","695b8a09660fa9ac866a2aef","2026-01-05T09:53:13.286000","2026-01-18T10:48:43.863000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","23","בצל ירוק מהדרין קג","23","1"," עלה עלה בע״מ","694af88a3cc726579c37ab91","23","6953edbd106ffbee840cf2c0","2025-12-30T15:20:29.262000","2026-01-18T10:48:39.090000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","13.5","כרישה/פרסה קג","13.5","1"," עלה עלה בע״מ","694af88a3cc726579c37ab91","13.5","6953d17911dacf232cdc3174","2025-12-30T13:19:53.554000","2026-01-18T15:24:50.711000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","בצק ולחם","694d41d5fb8f4e1c8badaafc","694af88a3cc726579c37ab94","0","","ק״ג","0","קסנטן","0","1","סרחיו","694af88a3cc726579c37ab94","0","694d424ea788bac9e764b002","2025-12-25T13:55:26.371000","2026-01-25T14:43:10.348000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-02-24","קונדטוריה","","69677bfab9e87bcd643c2e03","0","ליטר","ליטר","347.1875","צבע מאכל ירוק 32 מל","11.11","0.032","","69677bfab9e87bcd643c2e03","347.1875","694d42318066518aceb8a305","2025-12-25T13:54:57.106000","2026-02-24T09:50:00.541000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","691366fcbb19887994250dac","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","91.6","פלפל שחור גרוס טעם וריח","91.6","1","י. שבי שיווק מזון בע״מ","694af88a3cc726579c37ab97","91.6","694ac82814e29f88bc5329d1","2025-12-23T16:49:44.595000","2026-01-18T11:01:41.001000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","691366fcbb19887994250dac","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","21.666666666666668","פלפל צ׳יפוטלה","65","3","י. שבי שיווק מזון בע״מ","694af88a3cc726579c37ab97","21.666666666666668","694ac7e61ff16c420dcdee8f","2025-12-23T16:48:38.947000","2026-01-18T11:01:31.919000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","קטניות ודגנים","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab95","0","ק״ג","ק״ג","11.507936507936508","צ׳יפס קלאסי תפוגן","145","12.6"," עלה עלה בע״מ","694af88a3cc726579c37ab95","11.507936507936508","694ac7aebcdc173642a8c082","2025-12-23T16:47:42.239000","2026-01-18T11:02:31.615000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","691366fcbb19887994250dac","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","52","קפה שחור עלית","52","1","י. שבי שיווק מזון בע״מ","694af88a3cc726579c37ab97","52","694ac77cc59fc6a21b59964c","2025-12-23T16:46:52.824000","2026-01-18T11:04:15.599000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","691366fcbb19887994250dac","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","61.666666666666664","מחית חציל קלוי","185","3","י. שבי שיווק מזון בע״מ","694af88a3cc726579c37ab91","61.666666666666664","694ac747b3be63d48c3fc2a0","2025-12-23T16:45:59.026000","2026-01-18T10:57:06.761000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","691366fcbb19887994250dac","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","15.88","מרק דגש קנור","15.88","1","י. שבי שיווק מזון בע״מ","694af88a3cc726579c37ab97","15.88","694ac6b12c9468aa67224220","2025-12-23T16:43:29.481000","2026-01-18T10:58:02.038000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","692d68051f5aa71afd7c3352","694af88a3cc726579c37ab97","0","ליטר","ליטר","87.5","סויה הוריה קוגי","87.5","1","ימה וקדמה י.א בע״מ","694af88a3cc726579c37ab97","87.5","694ac62aab6e483bb0ab54f8","2025-12-23T16:41:14.787000","2026-01-18T10:58:24.058000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-02-16","תבלינים ורטבים","692840dee5ad9a7df989fa88","694af88a3cc726579c37ab97","0","ליטר","ליטר","35","שמן זית כתית","35","1","כרם תדהר בע״מ","694af88a3cc726579c37ab97","35","694ac5e0d04e735b810e9ab1","2025-12-23T16:40:00.648000","2026-02-16T14:25:13.235000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-14","קונדטוריה","69284e2ac0b41d128460bbf9","69677bfab9e87bcd643c2e03","0","ק״ג","ק״ג","13","אבקת אפייה","13","1","אלמנדוס בע״מ","69677bfab9e87bcd643c2e03","13","694ac523f09ebd69db1d6aed","2025-12-23T16:36:51.460000","2026-01-18T10:48:45.436000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-14","קונדטוריה","69284e2ac0b41d128460bbf9","69677bfab9e87bcd643c2e03","0","ק״ג","ק״ג","9","אבקת סוכר","9","1","אלמנדוס בע״מ","69677bfab9e87bcd643c2e03","9","694ac413bf4500d1a9a70a0e","2025-12-23T16:32:19.307000","2026-01-18T10:48:45.436000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","69284e2ac0b41d128460bbf9","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","2.64","שקד טחון מולבן","33","12.5","אלמנדוס בע״מ","694af88a3cc726579c37ab97","2.64","694ac3bbdcf4ce701c626df7","2025-12-23T16:30:51.866000","2026-01-18T11:05:57.473000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-14","קונדטוריה","69284e2ac0b41d128460bbf9","69677bfab9e87bcd643c2e03","0","ק״ג","ק״ג","2.8","אבקת קקאו","28","10","אלמנדוס בע״מ","69677bfab9e87bcd643c2e03","2.8","694ac366f173c2701d44249f","2025-12-23T16:29:26.749000","2026-01-18T10:48:45.436000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-14","קונדטוריה","69284e2ac0b41d128460bbf9","69677bfab9e87bcd643c2e03","0","ליטר","ליטר","3.5","תמצית וניל","42","12","אלמנדוס בע״מ","69677bfab9e87bcd643c2e03","3.5","694ac2ecb875eb987f0562e0","2025-12-23T16:27:24.530000","2026-01-18T10:48:45.436000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a887db635e45b8553568","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","32","קיווי ייבוא","32","1","יעקב חוגי","694af88a3cc726579c37ab91","32","694ac1b15b5540fcba2d446f","2025-12-23T16:22:09.174000","2026-01-18T11:03:08.711000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a887db635e45b8553568","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","10","זוקיני צהוב","10","1","יעקב חוגי","694af88a3cc726579c37ab91","10","694ac1632b12e1b1dd0a01b6","2025-12-23T16:20:51.020000","2026-01-18T10:53:33.347000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-12","ירקות ופירות","6914a887db635e45b8553568","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","23","גינגר","23","1","יעקב חוגי","694af88a3cc726579c37ab91","23","694ac137c11df6d958374086","2025-12-23T16:20:07.733000","2026-01-18T10:48:39.090000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a887db635e45b8553568","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","4.5","סלק אדום","4.5","1","יעקב חוגי","694af88a3cc726579c37ab91","4.5","694ac0edb6dc0b702b66ba7e","2025-12-23T16:18:53.464000","2026-01-18T10:58:39.773000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-25","ירקות ופירות","6914a887db635e45b8553568","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","45","דובדבן","45","1","יעקב חוגי","694af88a3cc726579c37ab91","45","694abd25dd27988b33b00194","2025-12-23T16:02:45.756000","2026-01-25T14:39:57.087000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a887db635e45b8553568","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","20","צ׳ילי אדום","20","1","יעקב חוגי","694af88a3cc726579c37ab91","20","694abcb42cf605ba203d5ab0","2025-12-23T16:00:52.944000","2026-01-18T11:02:19.136000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a887db635e45b8553568","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","4.2","מלפפון","4.2","1","יעקב חוגי","694af88a3cc726579c37ab91","4.2","694abc712abb9306ba8e7fdd","2025-12-23T15:59:45.785000","2026-01-18T10:57:42.383000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a887db635e45b8553568","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","4","סלרי - גוש","4","1","יעקב חוגי","694af88a3cc726579c37ab91","4","694abc56b6f128a068404cdf","2025-12-23T15:59:18.508000","2026-01-18T10:58:48.516000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a887db635e45b8553568","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","6","דלעת","6","1","יעקב חוגי","694af88a3cc726579c37ab91","6","694abbecb6f128a068404c89","2025-12-23T15:57:32.108000","2026-01-18T10:53:02.136000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a887db635e45b8553568","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","6.2","קשואים","6.2","1","יעקב חוגי","694af88a3cc726579c37ab91","6.2","694abbb9649f15732a4a5b97","2025-12-23T15:56:41.298000","2026-01-18T11:04:23.790000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","25.5","רוקולה בייבי","25.5","1"," עלה עלה בע״מ","694af88a3cc726579c37ab91","25.5","694abb012abb9306ba8e7f09","2025-12-23T15:53:37.939000","2026-01-18T11:05:09.486000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","25","פלפל סוויט בייט","25","1"," עלה עלה בע״מ","694af88a3cc726579c37ab91","25","694aba9f8d777f24d4f927c8","2025-12-23T15:51:59.351000","2026-01-18T11:00:24.225000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-25","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","6.6000000000000005","תפוח אדמה זעיר מובחר ","9.9","1.5"," עלה עלה בע״מ","694af88a3cc726579c37ab91","6.6000000000000005","694aba6edcf4ce701c626935","2025-12-23T15:51:10.941000","2026-01-25T14:13:28.697000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","8.8","נבטים בתפזורת","8.8","1"," עלה עלה בע״מ","694af88a3cc726579c37ab91","8.8","694ab9f017f5da4d089e612e","2025-12-23T15:49:04.085000","2026-01-18T10:58:08.101000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-25","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","4.25","חסה פקצוי","8.5","2"," עלה עלה בע״מ","694af88a3cc726579c37ab91","4.25","694ab8ce94c6f36bf13677be","2025-12-23T15:44:14.641000","2026-01-25T14:41:47.580000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","ירקות ופירות","6914a85fef1ba9cf97084972","694af88a3cc726579c37ab91","0","ק״ג","ק״ג","58","אנדיב אדום","58","1"," עלה עלה בע״מ","694af88a3cc726579c37ab91","58","694ab8622abb9306ba8e7da0","2025-12-23T15:42:26.994000","2026-01-18T10:50:09.251000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","בשר ועוף","69282e7ac61d9c6cd249ddd8","694af88a3cc726579c37ab92","0","ק״ג","ק״ג","58","אסאדו אנגוס מפורק","58","1","לויתן סחר ומוצרים חקלאיים בע״מ","694af88a3cc726579c37ab92","58","694ab744cdcf805b894bc9e4","2025-12-23T15:37:40.397000","2026-01-18T10:51:24.636000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","בשר ועוף","69284ab562024349af1a7aa4","694af88a3cc726579c37ab92","0","ק״ג","ק״ג","340","צלעות טלה חלק כתר","340","1","יוסי כהן קצבים","694af88a3cc726579c37ab92","340","694aafe84e550a5a4980e388","2025-12-23T15:06:16.329000","2026-01-18T11:02:40.852000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-14","קונדטוריה","69284e2ac0b41d128460bbf9","69677bfab9e87bcd643c2e03","0","ק״ג","ק״ג","21.5","צימוק לבן","21.5","1","אלמנדוס בע״מ","69677bfab9e87bcd643c2e03","21.5","694aab16daa31381c7c3af9f","2025-12-23T14:45:42.389000","2026-01-18T10:48:45.436000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-14","קונדטוריה","69284e2ac0b41d128460bbf9","69677bfab9e87bcd643c2e03","0","ק״ג","ק״ג","59","שוקולד מריר מהדרין מטבעות 60%","59","1","אלמנדוס בע״מ","69677bfab9e87bcd643c2e03","59","694aaa3a4e32545efc848d85","2025-12-23T14:42:02.597000","2026-01-18T10:48:45.436000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-25","בייצים","6914a8a6db635e45b855358b","6967793294339bde071b1813","0","יחידה","יחידה","1.06","ביצים לארג׳","31.8","30","מיסטר אג ייצור ושיווק ביצים בע״מ","6967793294339bde071b1813","1.06","694aa9501e23b7dcaa4b5ef7","2025-12-23T14:38:08.800000","2026-01-25T14:37:54.855000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-14","בייצים","6914a8a6db635e45b855358b","6967793294339bde071b1813","0","ק״ג","ק״ג","26.5","חולמן","26.5","1","מיסטר אג ייצור ושיווק ביצים בע״מ","","26.5","694aa8b435fb322ae9c80a56","2025-12-23T14:35:32.732000","2026-01-14T11:22:22.769000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","6914a8acbd838a91b37e62ae","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","14800","זעפרן","14.8","0.001","חבשוש אריה עסקי מזון בע״מ","694af88a3cc726579c37ab97","14800","694aa626058a7e2594f1a8da","2025-12-23T14:24:38.631000","2026-01-18T10:54:10.468000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","6914a8acbd838a91b37e62ae","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","72","תבלין שווארמה","72","1","חבשוש אריה עסקי מזון בע״מ","694af88a3cc726579c37ab97","72","694aa55a5b3732bf75cdfb6a","2025-12-23T14:21:14.324000","2026-01-18T11:06:15.491000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","6914a8acbd838a91b37e62ae","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","34","שאטה גרוס הודי","34","1","חבשוש אריה עסקי מזון בע״מ","694af88a3cc726579c37ab97","34","694aa536e2e4873f3986a24d","2025-12-23T14:20:38.187000","2026-01-18T11:05:13.769000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","6914a8acbd838a91b37e62ae","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","25.8","קינמון טחון","25.8","1","חבשוש אריה עסקי מזון בע״מ","694af88a3cc726579c37ab97","25.8","694aa4afed798411d3982835","2025-12-23T14:18:23.801000","2026-01-18T11:03:38.345000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","6914a8acbd838a91b37e62ae","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","29","קינמון אינדונזי עגול 8 ס״מ","29","1","חבשוש אריה עסקי מזון בע״מ","694af88a3cc726579c37ab97","29","694aa49280dbf5c3d211182b","2025-12-23T14:17:54.476000","2026-01-18T11:03:33.941000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","6914a8acbd838a91b37e62ae","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","36","פפריקה מתוקה מעושנת ","36","1","חבשוש אריה עסקי מזון בע״מ","694af88a3cc726579c37ab97","36","694aa46b8058780e22b1a8a6","2025-12-23T14:17:15.957000","2026-01-18T11:02:04.746000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","6914a8acbd838a91b37e62ae","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","19.5","פפריקה מתוקה מס 4","19.5","1","חבשוש אריה עסקי מזון בע״מ","694af88a3cc726579c37ab97","19.5","694aa3e9d32437b50e8fc726","2025-12-23T14:15:05.476000","2026-01-18T11:02:00.215000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","6914a8acbd838a91b37e62ae","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","47","פלפל שחור גרוס","47","1","חבשוש אריה עסקי מזון בע״מ","694af88a3cc726579c37ab97","47","694aa3badb1c19b79f239c10","2025-12-23T14:14:18.237000","2026-01-18T11:01:36.271000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","2026-01-18","תבלינים ורטבים","6914a8acbd838a91b37e62ae","694af88a3cc726579c37ab97","0","ק״ג","ק״ג","19.5","כורכום הודי טחון","19.5","1","חבשוש אריה עסקי מזון בע״מ","694af88a3cc726579c37ab97","19.5","694aa35b1b505bd229440c70","2025-12-23T14:12:43.887000","2026-01-18T10:56:05.954000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
