waste_pct,portion_factor,serving_percentage,preparation_mass_grams,pdf_files,recipe,avg_portion_per_guest,description,active,base_unit,operations_department,portion_size_grams,event_type,sub_category_id,name,sub_category_name,ingredients,unit_cost,price_per_guest,categories,id,created_date,updated_date,created_by_id,created_by,is_sample
"0","1","100","","[]","","0","","true","","","","party","","סלט אייסברג, פרי העונה, וויניגרט ושקדים","","[]","0","0","[]","69a577b048ef1f9ec1a510fd","2026-03-02T11:42:40.870000","2026-03-02T11:42:40.870000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","","[]","","0","","true","","","","party","","סלט שורשים אסיאתי","","[]","0","0","[]","69a577a87b11a385e9c240d8","2026-03-02T11:42:32.385000","2026-03-02T11:42:32.385000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","","[]","","0","","true","","pastry","","party","","chocolaterie - חלומו של כל שוקוהוליק, עוגת שוקולד נימוחה עם רוטב שוקולד חם, מגדלי פרלינים - שוקולד חמאת בוטנים ושוקולד פירות יער","","[]","0","0","[]","69a57772d75d454b69a12264","2026-03-02T11:41:38.463000","2026-03-02T11:41:38.463000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","","[]","","0","","true","","pastry","","party","","NEW Ice Cream Bar - Cassis סורבה אוכמניות וטפיוקת פירות.","","[]","0","0","[]","69a5776715b8f30ecd592c3e","2026-03-02T11:41:27.401000","2026-03-02T11:41:27.401000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","","[]","","0","","true","","pastry","","party","","פבלובה - מרנג, קרם פיסטוק עשיר, תותי שדה טריים ברוטב תות","","[]","0","0","[]","69a5775d210cc3a26817de5e","2026-03-02T11:41:17.896000","2026-03-02T11:41:17.896000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","","[]","","0","","true","","pastry","","party","","קאנל לוטוס, שוקולד בלגי מריר ועוגיות לוטוס שבורות","","[]","0","0","[]","69a5775255d0e6a83f3da1b8","2026-03-02T11:41:06.369000","2026-03-02T11:41:06.369000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","","[]","","0","","true","","hot_kitchen","","wedding","","קנטאקי פרייד צ'יקן","","[{""unit"":""ק״ג"",""ingredient_id"":""694a9e6587d197a737831fcc"",""ingredient_name"":""בריוש"",""qty"":0},{""unit"":""יחידה"",""ingredient_id"":""69491c567ec4bd92ea6f8b1f"",""ingredient_name"":""פרגית טרי"",""qty"":0.07}]","3.36","0","[""69a57a1796be41a017261a45""]","69a04c529ffbb7c1b74e8c39","2026-02-26T13:36:18.763000","2026-03-10T11:19:18.870000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","","[]","","0","","true","","","","wedding","","מנת המבורגר","","[{""unit"":""ק״ג"",""ingredient_id"":""69a041966adc85e44cba1d00"",""ingredient_name"":""לחמניית המבורגר המוציא רמי"",""qty"":0},{""unit"":""ליטר"",""ingredient_id"":""69a0401f4b30f006f57173b0"",""ingredient_name"":""איולי צ'יפוטלה"",""qty"":0.02},{""unit"":""יחידה"",""ingredient_id"":""6949207e5ac3705c0e82bf5f"",""ingredient_name"":""מלפפון קורנישון 670 גרם 680 1/12 גרם"",""qty"":0.005},{""unit"":""ק״ג"",""ingredient_id"":""693fdcefde4444c3a76f0b90"",""ingredient_name"":""חסה קיסר "",""qty"":0.005},{""unit"":""ק״ג"",""ingredient_id"":""694a699cf49d6d1248c6efa9"",""ingredient_name"":""עגבניה"",""qty"":0.01}]","0.12683333333333335","0","[""69a57a1796be41a017261a45""]","69a03ff526161d44e39c3651","2026-02-26T12:43:33.839000","2026-03-10T11:19:29.091000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","","[]","","0","","true","","","","wedding","6994700322abeba1a53bf83d","סשימי סלמון חלפיניו ליים קבלת פנים","Raw Bar","[{""unit"":""ק״ג"",""ingredient_id"":""6949196ca1de503ccdf9c826"",""ingredient_name"":""פילה סלמון טרי"",""qty"":0.03},{""unit"":""ליטר"",""ingredient_id"":""694d4081de0f968dcfd9478e"",""ingredient_name"":""רוטב ויניגרט חלפיניו ליים"",""qty"":0.02},{""unit"":""ק״ג"",""ingredient_id"":""694abc712abb9306ba8e7fdd"",""ingredient_name"":""מלפפון"",""qty"":0.04},{""unit"":""ליטר"",""ingredient_id"":""694d35fbbaca6d69d780ee7f"",""ingredient_name"":""תחמיץ מלפפונים"",""qty"":0.003}]","2.692838181863929","0","[""691ef050418ec1421660f467""]","69a02a1fbc1c1ea5954cac76","2026-02-26T11:10:23.390000","2026-02-26T11:11:41.275000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","","[]","","0","","true","","","","serving","6994700322abeba1a53bf830","סשימי סלמון חלפיניו ליים קבלת פנים","Raw Bar","[{""unit"":""ליטר"",""ingredient_id"":""694d35fbbaca6d69d780ee7f"",""ingredient_name"":""תחמיץ מלפפונים"",""qty"":0.003},{""unit"":""ליטר"",""ingredient_id"":""694d4081de0f968dcfd9478e"",""ingredient_name"":""רוטב ויניגרט חלפיניו ליים"",""qty"":0.02},{""unit"":""ק״ג"",""ingredient_id"":""694abc712abb9306ba8e7fdd"",""ingredient_name"":""מלפפון"",""qty"":0.04},{""unit"":""ק״ג"",""ingredient_id"":""6949196ca1de503ccdf9c826"",""ingredient_name"":""פילה סלמון טרי"",""qty"":0.03}]","2.692838181863929","0","[""6914a3cdd7f1f518fe42db8a""]","69a017f75059d9df0f03330f","2026-02-26T09:52:55.192000","2026-02-26T09:52:55.192000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","","[]","","0","","true","","","","wedding","6994700322abeba1a53bf846","פילה סלמון בגלייז קשיו על רייס קייק ובוקצ'וי","דגים","[{""unit"":""יחידה"",""ingredient_id"":""693fe5e11f1edfdeb9e71ef6"",""ingredient_name"":""חסה בוק צ׳וי"",""qty"":0.25},{""unit"":""ק״ג"",""ingredient_id"":""691ee5da2c0f622bc718a40b"",""ingredient_name"":""קרם קוקוס 1/12 ליטר קרטונים 22%"",""qty"":0.003},{""unit"":""ק״ג"",""ingredient_id"":""69835a99203138741e28f4e3"",""ingredient_name"":""רייס קיק חום"",""qty"":0.006},{""unit"":""ליטר"",""ingredient_id"":""6954e7624430008e1d2d3a91"",""ingredient_name"":""מחית קשיו"",""qty"":0.03},{""unit"":""ק״ג"",""ingredient_id"":""6949196ca1de503ccdf9c826"",""ingredient_name"":""פילה סלמון טרי"",""qty"":0.096}]","11.021439727303672","0","[""691ef050418ec1421660f469""]","69a0113b3f93bac4ee5e6b47","2026-02-26T09:24:11.521000","2026-03-12T09:43:45.990000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"0","1","100","5700","[]","","0","","true","","hot_kitchen","","wedding","","סשימי סלמון","","[{""unit"":""יחידה"",""ingredient_id"":""6949196ca1de503ccdf9c826"",""ingredient_name"":""פילה סלמון טרי"",""qty"":3},{""unit"":""ק״ג"",""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0.15},{""unit"":""ק״ג"",""ingredient_id"":""69492825c4c1dfcb791b5754"",""ingredient_name"":""סוכר לבן 1/10 ק\""ג ייבוא בד\""ץ עד\""ח"",""qty"":0.3},{""unit"":""ק״ג"",""ingredient_id"":""693fe76977ca7494aead1af0"",""ingredient_name"":""שום קלוף מובחר "",""qty"":0.05},{""unit"":""ק״ג"",""ingredient_id"":""691ee60572093eae4a7ac2e0"",""ingredient_name"":""כוסברה"",""qty"":0.3},{""unit"":""ק״ג"",""ingredient_id"":""694a6a426faef3ff4708789c"",""ingredient_name"":""ג'ינג'ר"",""qty"":0.1},{""unit"":""ק״ג"",""ingredient_id"":""694a63de4c062c4d9d323931"",""ingredient_name"":""פלפל חלפיניו פרוסות 3 קג"",""qty"":0.9},{""unit"":""ליטר"",""ingredient_id"":""694a5d4f1efbca3bb938e155"",""ingredient_name"":""לימון טבעי לתיבול 2 ל' קפוא 6 יח בית יוסף"",""qty"":0.9},{""unit"":""ליטר"",""ingredient_id"":""694a5a0667ef3d2d0fe38876"",""ingredient_name"":""חומץ אורז כשר 500 מ\""ל"",""qty"":1.5},{""unit"":""ליטר"",""ingredient_id"":""694a59dabc354b8da59a7c0c"",""ingredient_name"":""מירין 500 מ\""ל כשר"",""qty"":1.5}]","269.4010652173913","0","[]","69a00bee26840b26833050a4","2026-02-26T09:01:34.294000","2026-02-26T09:01:34.294000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","100","130","[]","","0","","true","","hot_kitchen","","wedding","","ניגירי סלמון, קרם יוזו, טריאקי ופוריקקה נורי","","[{""unit"":""יחידה"",""ingredient_id"":""6949196ca1de503ccdf9c826"",""ingredient_name"":""פילה סלמון טרי"",""qty"":0.1},{""unit"":""ליטר"",""ingredient_id"":""694d57aa947cbe0d8fe89b4e"",""ingredient_name"":""ריבת טריאקי"",""qty"":0.01},{""unit"":""ליטר"",""ingredient_id"":""694d56cf3cf8e53ec63607bf"",""ingredient_name"":""קרם יוזו"",""qty"":0.01},{""unit"":""ק״ג"",""ingredient_id"":""698364ca8c810ba18d84211e"",""ingredient_name"":""חומץ סושי לניגירי"",""qty"":0.01},{""unit"":""ק״ג"",""ingredient_id"":""69495584f45906139b878bc7"",""ingredient_name"":""אורז אוסטרלי עגול 5 ק\""ג שוקחה"",""qty"":0.1}]","8.205354062035983","0","[]","69a00bee26840b26833050a5","2026-02-26T09:01:34.294000","2026-02-26T09:01:34.294000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","100","","[]","","0","","true","","hot_kitchen","","wedding","","סלט עשבי גינה עם פקאן מקורמל","","[]","0","0","[""691ef050418ec1421660f467""]","69a00bee26840b26833050a6","2026-02-26T09:01:34.294000","2026-02-26T09:17:37.628000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","100","295","[]","","0","","true","","hot_kitchen","","wedding","","ניגירי אינטיאס על סויה קוג'י","","[{""unit"":""ליטר"",""ingredient_id"":""694d56cf3cf8e53ec63607bf"",""ingredient_name"":""קרם יוזו"",""qty"":0.02},{""unit"":""ליטר"",""ingredient_id"":""694d57aa947cbe0d8fe89b4e"",""ingredient_name"":""ריבת טריאקי"",""qty"":0.005},{""unit"":""ק״ג"",""ingredient_id"":""698364ca8c810ba18d84211e"",""ingredient_name"":""חומץ סושי לניגירי"",""qty"":0.01},{""unit"":""ק״ג"",""ingredient_id"":""69495584f45906139b878bc7"",""ingredient_name"":""אורז אוסטרלי עגול 5 ק\""ג שוקחה"",""qty"":0.1},{""unit"":""ק״ג"",""ingredient_id"":""691491b3398597de1a02c2ac"",""ingredient_name"":""אינטיאס דג"",""qty"":0.16}]","19.431337312008367","0","[]","69a00bee26840b26833050a7","2026-02-26T09:01:34.294000","2026-02-26T09:01:34.294000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","100","","[]","","0","","true","","hot_kitchen","","wedding","6994700322abeba1a53bf83e","ברוסקטה פילה כבוש ואיולי כמהין","בר טאפסים","[]","0","0","[""6914a3cdd7f1f518fe42db8a"",""691ef050418ec1421660f467""]","69a00bee26840b26833050a9","2026-02-26T09:01:34.294000","2026-03-12T09:39:32.674000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","100","","[]","","0","","true","","hot_kitchen","","wedding","6994700322abeba1a53bf83e","ברוסקטה טרטר אבוקדו ועגבניות","בר טאפסים","[]","0","0","[""691ef050418ec1421660f467""]","69a00bee26840b26833050a8","2026-02-26T09:01:34.294000","2026-03-12T09:39:24.440000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","100","65","[]","","0","","true","","cold_kitchen","","wedding","6994700322abeba1a53bf83d","סביצ'ה דג ים, גספצ'יו ","Raw Bar","[{""unit"":""ק״ג"",""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0.001},{""unit"":""ק״ג"",""ingredient_id"":""691ee60572093eae4a7ac2e0"",""ingredient_name"":""כוסברה"",""qty"":0.001},{""unit"":""ק״ג"",""ingredient_id"":""694a61349964f21d61ddc6da"",""ingredient_name"":""רוטב צ'ילי חריף 6 ק\""ג קנור"",""qty"":0.003},{""unit"":""ק״ג"",""ingredient_id"":""691491b3398597de1a02c2b1"",""ingredient_name"":""בצל אדום"",""qty"":0.01},{""unit"":""ק״ג"",""ingredient_id"":""698360a70353ed51b881a345"",""ingredient_name"":""מיי ג'ינג'ר"",""qty"":0.003},{""unit"":""ק״ג"",""ingredient_id"":""691491b3398597de1a02c2ad"",""ingredient_name"":""אננס ארץ "",""qty"":0.035},{""unit"":""ק״ג"",""ingredient_id"":""694919f87e52902f56f76f34"",""ingredient_name"":""אמצ'י פילה טרי"",""qty"":0.012}]","3.9531381127450986","0","[""6914a3cdd7f1f518fe42db8a"",""691ef050418ec1421660f467""]","69a00bee26840b26833050a3","2026-02-26T09:01:34.294000","2026-03-12T09:40:02.159000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","40","85","[]","","0","","true","","cold_kitchen","","wedding","6994700322abeba1a53bf83d","סביצ'ה ים תיכוני","Raw Bar","[{""unit"":""ליטר"",""ingredient_id"":""694a5d4f1efbca3bb938e155"",""ingredient_name"":""לימון טבעי לתיבול 2 ל' קפוא 6 יח בית יוסף"",""qty"":0.002},{""unit"":""ליטר"",""ingredient_id"":""694ac5e0d04e735b810e9ab1"",""ingredient_name"":""שמן זית כתית"",""qty"":0.005},{""unit"":""ק״ג"",""ingredient_id"":""693fe557265ceb6041b464b3"",""ingredient_name"":""נענע מהדרין "",""qty"":0.002},{""unit"":""ק״ג"",""ingredient_id"":""693fedda74f2b86e72536265"",""ingredient_name"":""פטרוזיליה מהדרין"",""qty"":0.002},{""unit"":""ק״ג"",""ingredient_id"":""6953edbd106ffbee840cf2c0"",""ingredient_name"":""בצל ירוק מהדרין קג"",""qty"":0.01},{""unit"":""ק״ג"",""ingredient_id"":""691491b3398597de1a02c2ac"",""ingredient_name"":""אינטיאס דג"",""qty"":0.012},{""unit"":""ק״ג"",""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0.002},{""unit"":""ק״ג"",""ingredient_id"":""691ee60572093eae4a7ac2e0"",""ingredient_name"":""כוסברה"",""qty"":0.003},{""unit"":""ק״ג"",""ingredient_id"":""691491b3398597de1a02c2b1"",""ingredient_name"":""בצל אדום"",""qty"":0.01}]","3.5295196078431372","0","[""6914a3cdd7f1f518fe42db8a"",""691ef050418ec1421660f467""]","69a00bab26840b2683305072","2026-02-26T09:00:27.892000","2026-03-12T09:40:14.801000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","30","63","[]","","0","","true","","cold_kitchen","","wedding","6994700322abeba1a53bf83d","סלט אצות וואקאמה","Raw Bar","[{""unit"":""ק״ג"",""ingredient_id"":""694a61604e74bc4cd7525e59"",""ingredient_name"":""שומשום ארוז 1 קג"",""qty"":0.003},{""unit"":""ליטר"",""ingredient_id"":""69835ff3f49aa83df6a4055e"",""ingredient_name"":""רוטב לאצות"",""qty"":0.01},{""unit"":""ק״ג"",""ingredient_id"":""694abc712abb9306ba8e7fdd"",""ingredient_name"":""מלפפון"",""qty"":0.04},{""unit"":""ק״ג"",""ingredient_id"":""694a639a07e6044fc38a3427"",""ingredient_name"":""אצות וואקמה 500 גר"",""qty"":0.02}]","2.575770449172577","0","[""6914a3cdd7f1f518fe42db8a"",""691ef050418ec1421660f467""]","69a00bab26840b2683305071","2026-02-26T09:00:27.892000","2026-03-12T09:40:41.913000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","100","64","[]","","0","","true","","hot_kitchen","","wedding","","טאקוס עוף רושפלד","","[{""unit"":""ק״ג"",""ingredient_id"":""691ee60572093eae4a7ac2e0"",""ingredient_name"":""כוסברה"",""qty"":0.003},{""unit"":""ליטר"",""ingredient_id"":""694ac5e0d04e735b810e9ab1"",""ingredient_name"":""שמן זית כתית"",""qty"":0.004},{""unit"":""ק״ג"",""ingredient_id"":""694a6a707a61781d8606d16f"",""ingredient_name"":""בצל לבן"",""qty"":0.01},{""unit"":""ליטר"",""ingredient_id"":""69807eec28ce824d7f3b1325"",""ingredient_name"":""רוטב צ'יפוטלה"",""qty"":0.01},{""unit"":""ק״ג"",""ingredient_id"":""69491ddf072c5cc64e6003c5"",""ingredient_name"":""חזה עוף חצוי ממויין"",""qty"":0.015},{""unit"":""יחידה"",""ingredient_id"":""694a7aedee3212f4154d06d5"",""ingredient_name"":""מיני טאקו 20 יח"",""qty"":0.03}]","1.0272964285714286","0","[""6914a3cdd7f1f518fe42db8a"",""691ef050418ec1421660f467""]","69a00bab26840b2683305075","2026-02-26T09:00:27.892000","2026-02-26T09:15:37.069000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","100","3300","[]","","0","","true","","hot_kitchen","","wedding","","מרק כתומים","","[{""unit"":""ק״ג"",""ingredient_id"":""694aa4afed798411d3982835"",""ingredient_name"":""קינמון טחון"",""qty"":0.1},{""unit"":""ק״ג"",""ingredient_id"":""694ac82814e29f88bc5329d1"",""ingredient_name"":""פלפל שחור גרוס טעם וריח"",""qty"":0.1},{""unit"":""ק״ג"",""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0.1},{""unit"":""ק״ג"",""ingredient_id"":""694abbecb6f128a068404c89"",""ingredient_name"":""דלעת"",""qty"":1},{""unit"":""ק״ג"",""ingredient_id"":""694a6d0405b0d199d3f17cf8"",""ingredient_name"":""בטטה"",""qty"":1},{""unit"":""ק״ג"",""ingredient_id"":""694a69cb3612eaef2d23490e"",""ingredient_name"":""גזר"",""qty"":1}]","28.398333333333333","0","[""691ef050418ec1421660f467""]","69a00bab26840b2683305073","2026-02-26T09:00:27.892000","2026-02-26T09:16:10.578000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","100","50","[]","","0","","true","","hot_kitchen","","wedding","","טאקוס פטריות רושפלד","","[{""unit"":""יחידה"",""ingredient_id"":""694a7aedee3212f4154d06d5"",""ingredient_name"":""מיני טאקו 20 יח"",""qty"":0.01},{""unit"":""ק״ג"",""ingredient_id"":""69807d71af3bab1e0056376b"",""ingredient_name"":""פטריות מקסיקנים"",""qty"":0.05}]","2.0980859983079525","0","[""6914a3cdd7f1f518fe42db8a"",""691ef050418ec1421660f467""]","69a00bab26840b2683305074","2026-02-26T09:00:27.892000","2026-02-26T09:15:44.812000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","100","104","[]","","0","","true","","cold_kitchen","","wedding","6994700322abeba1a53bf83d","סביצ'ה טונה אדומה","Raw Bar","[]","0","0","[""6914a3cdd7f1f518fe42db8a"",""691ef050418ec1421660f467""]","69a00bab26840b2683305077","2026-02-26T09:00:27.892000","2026-03-12T09:40:07.907000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
"0","1","50","200","[]","","0","","true","","hot_kitchen","","wedding","6994700322abeba1a53bf83e","טרטר בקר","בר טאפסים","[{""unit"":""ליטר"",""ingredient_id"":""694ac5e0d04e735b810e9ab1"",""ingredient_name"":""שמן זית כתית"",""qty"":0.003},{""unit"":""ק״ג"",""ingredient_id"":""69186a54c2628b9976a13502"",""ingredient_name"":""פילה בקר ארגנטינאי"",""qty"":0.012},{""unit"":""ק״ג"",""ingredient_id"":""6953d17911dacf232cdc3174"",""ingredient_name"":""כרישה/פרסה קג"",""qty"":0.012},{""unit"":""קילוגרם"",""ingredient_id"":""6953ce1750d397678db102ed"",""ingredient_name"":""שום קונפי"",""qty"":0.005}]","4.447512886597938","4.966555841924398","[""6914a3cdd7f1f518fe42db8a"",""691ef050418ec1421660f467""]","69a00b6426840b2683305055","2026-02-26T08:59:16.062000","2026-03-12T09:47:15.710000","699b0dd625241f45e2e957f1","gilhason83@gmail.com","false"
