components,total_cost,system_unit,name,description,total_quantity,price_per_system_unit,id,created_date,updated_date,created_by_id,created_by,is_sample
"[{""unit"":""ק״ג"",""cost"":0.07916666666666666,""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0.05},{""unit"":""ק״ג"",""cost"":3.12,""ingredient_id"":""69492825c4c1dfcb791b5754"",""ingredient_name"":""סוכר לבן 1/10 ק\""ג ייבוא בד\""ץ עד\""ח"",""qty"":0.8},{""unit"":""ליטר"",""cost"":16.6,""ingredient_id"":""694a5a0667ef3d2d0fe38876"",""ingredient_name"":""חומץ אורז כשר 500 מ\""ל"",""qty"":1},{""unit"":""ליטר"",""cost"":0.96,""ingredient_id"":""694a59dabc354b8da59a7c0c"",""ingredient_name"":""מירין 500 מ\""ל כשר"",""qty"":0.05}]","20.75916666666667","ק״ג","רוטב חומץ סושי לניגירי","","1.9000000000000001","10.925877192982457","698364ca8c810ba18d84211e","2026-02-04T15:24:58.701000","2026-03-02T12:39:32.412000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":"""",""cost"":0,""ingredient_id"":"""",""ingredient_name"":"""",""qty"":6},{""unit"":""ליטר"",""cost"":26.25,""ingredient_id"":""694a5d4f1efbca3bb938e155"",""ingredient_name"":""לימון טבעי לתיבול 2 ל' קפוא 6 יח בית יוסף"",""qty"":3},{""unit"":""ק״ג"",""cost"":11.7,""ingredient_id"":""69492825c4c1dfcb791b5754"",""ingredient_name"":""סוכר לבן 1/10 ק\""ג ייבוא בד\""ץ עד\""ח"",""qty"":3},{""unit"":""ק״ג"",""cost"":44,""ingredient_id"":""694a6a426faef3ff4708789c"",""ingredient_name"":""ג'ינג'ר"",""qty"":2}]","81.95","ק״ג","רוטב מיי ג'ינג'ר","","8","10.24375","698360a70353ed51b881a345","2026-02-04T15:07:19.678000","2026-03-09T13:14:55.302000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":""ליטר"",""cost"":36.11111111111111,""ingredient_id"":""694a6199c86af195fce5a1f9"",""ingredient_name"":""מיץ יוזו 1.8 ליטר (לימון יפני)"",""qty"":0.2},{""unit"":""ליטר"",""cost"":17.5,""ingredient_id"":""694a5ce2a32d7c8bd739ee68"",""ingredient_name"":""שמן שומשום טהור 2 ליטר"",""qty"":0.5},{""unit"":""ליטר"",""cost"":175,""ingredient_id"":""694ac62aab6e483bb0ab54f8"",""ingredient_name"":""סויה הוריה קוגי"",""qty"":2},{""unit"":""ליטר"",""cost"":39.416000000000004,""ingredient_id"":""691ee630296f62920cf81c7f"",""ingredient_name"":""רוטב צ'ילי מתוק קנור 5 לי עד\""ח"",""qty"":2}]","268.02711111111114","ליטר","רוטב לאצות","","4.7","57.02704491725769","69835ff3f49aa83df6a4055e","2026-02-04T15:04:19.752000","2026-02-04T15:04:19.752000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":""ליטר"",""cost"":52.5,""ingredient_id"":""694a5d4f1efbca3bb938e155"",""ingredient_name"":""לימון טבעי לתיבול 2 ל' קפוא 6 יח בית יוסף"",""qty"":6},{""unit"":""ק״ג"",""cost"":4.633333333333334,""ingredient_id"":""694a61349964f21d61ddc6da"",""ingredient_name"":""רוטב צ'ילי חריף 6 ק\""ג קנור"",""qty"":0.2},{""unit"":""ק״ג"",""cost"":3.3,""ingredient_id"":""694a6a426faef3ff4708789c"",""ingredient_name"":""ג'ינג'ר"",""qty"":0.15},{""unit"":""ק״ג"",""cost"":10.464999999999998,""ingredient_id"":""693fe76977ca7494aead1af0"",""ingredient_name"":""שום קלוף מובחר "",""qty"":0.35},{""unit"":""ק״ג"",""cost"":15.6,""ingredient_id"":""69492825c4c1dfcb791b5754"",""ingredient_name"":""סוכר לבן 1/10 ק\""ג ייבוא בד\""ץ עד\""ח"",""qty"":4},{""unit"":""ליטר"",""cost"":17.5,""ingredient_id"":""694ac62aab6e483bb0ab54f8"",""ingredient_name"":""סויה הוריה קוגי"",""qty"":0.2}]","103.99833333333332","ק״ג","רוטב פיש סוס","","10.899999999999999","9.541131498470948","69835f53ad59e35a99cc61ad","2026-02-04T15:01:39.864000","2026-03-02T12:40:08.043000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":""ק״ג"",""cost"":13.666666666666666,""ingredient_id"":""694a5a44b9d11531f5d9bc77"",""ingredient_name"":""רוטב סויה מתוקה 3 ק\""ג מקסצ'אפ חת\""ס"",""qty"":1},{""unit"":""ק״ג"",""cost"":7.579259259259259,""ingredient_id"":""694a7d35a2ca01019a34a11d"",""ingredient_name"":""רוטב סויה כהה הלתי בוי 2.7 קג"",""qty"":0.8},{""unit"":""ליטר"",""cost"":28.49604221635884,""ingredient_id"":""6949489eb6fb8944679a3998"",""ingredient_name"":""רוטב סויה קיקומן 3.79 ליטר חת\""ס ב\""ב"",""qty"":1.5},{""unit"":""ק״ג"",""cost"":55.08,""ingredient_id"":""69495584f45906139b878bc7"",""ingredient_name"":""אורז אוסטרלי עגול 5 ק\""ג שוקחה"",""qty"":6}]","104.82196814228476","ק״ג","רייס קיק חום","","9.3","11.271179370138146","69835a99203138741e28f4e3","2026-02-04T14:41:29.562000","2026-02-04T14:43:39.393000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":""ק״ג"",""cost"":2.6999999999999997,""ingredient_id"":""693fefe68330e86d29b4897c"",""ingredient_name"":""רוזמרין מהדרין "",""qty"":0.6},{""unit"":""ק״ג"",""cost"":2.6999999999999997,""ingredient_id"":""693fe0a42f022edb25a68b72"",""ingredient_name"":""טימין מהדרין"",""qty"":0.6},{""unit"":""ליטר"",""cost"":252,""ingredient_id"":""694ac5e0d04e735b810e9ab1"",""ingredient_name"":""שמן זית כתית"",""qty"":2},{""unit"":""ק״ג"",""cost"":67.6,""ingredient_id"":""694a59861398766876ecb0aa"",""ingredient_name"":""חרדל דיג'ון חלק 5 ק\""ג רבנות K"",""qty"":5},{""unit"":""ק״ג"",""cost"":67.6,""ingredient_id"":""6983571b7cf91b4112e34db1"",""ingredient_name"":""חרדל גרגירים"",""qty"":5}]","210.6","ליטר","רוטב חרדל עיקריות","","13.2","15.954545454545455","698358a80199ddf5812dc98e","2026-02-04T14:33:12.405000","2026-03-10T10:26:07.181000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":""ק״ג"",""cost"":0.475,""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0.3},{""unit"":""ק״ג"",""cost"":2.6999999999999997,""ingredient_id"":""693fefe68330e86d29b4897c"",""ingredient_name"":""רוזמרין מהדרין "",""qty"":0.6},{""unit"":""ק״ג"",""cost"":2.6999999999999997,""ingredient_id"":""693fe0a42f022edb25a68b72"",""ingredient_name"":""טימין מהדרין"",""qty"":0.6},{""unit"":""ליטר"",""cost"":504,""ingredient_id"":""694ac5e0d04e735b810e9ab1"",""ingredient_name"":""שמן זית כתית"",""qty"":4}]","509.875","ליטר","רוטב לתפוחי אדמה פרובאנס","","5.5","92.70454545454545","6983583d852c737e1eb52adc","2026-02-04T14:31:25.463000","2026-02-04T14:31:25.463000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":""ק״ג"",""cost"":27.479999999999997,""ingredient_id"":""694ac82814e29f88bc5329d1"",""ingredient_name"":""פלפל שחור גרוס טעם וריח"",""qty"":0.3},{""unit"":""ק״ג"",""cost"":0.475,""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0.3},{""unit"":""ק״ג"",""cost"":4.7370370370370365,""ingredient_id"":""694a7d35a2ca01019a34a11d"",""ingredient_name"":""רוטב סויה כהה הלתי בוי 2.7 קג"",""qty"":0.5},{""unit"":""ק״ג"",""cost"":1.95,""ingredient_id"":""69492825c4c1dfcb791b5754"",""ingredient_name"":""סוכר לבן 1/10 ק\""ג ייבוא בד\""ץ עד\""ח"",""qty"":0.5},{""unit"":""ק״ג"",""cost"":35,""ingredient_id"":""694a6a707a61781d8606d16f"",""ingredient_name"":""בצל לבן"",""qty"":5},{""unit"":""ק״ג"",""cost"":42.5,""ingredient_id"":""694a6a568bfa48da3d61382b"",""ingredient_name"":""פלפל אדום"",""qty"":5},{""unit"":""ק״ג"",""cost"":35,""ingredient_id"":""694a699cf49d6d1248c6efa9"",""ingredient_name"":""עגבניה"",""qty"":5}]","147.14203703703703","ק״ג","רוטב מולה פלפלים מקסיקנים","","16.6","8.863978134761267","698356641aea0a1d229416c4","2026-02-04T14:23:32.497000","2026-03-02T12:39:49.300000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":""ק״ג"",""cost"":56,""ingredient_id"":""695b90a7a24e0019905664c1"",""ingredient_name"":""ציר בקר קנור 1 קג"",""qty"":1},{""unit"":""ליטר"",""cost"":501.08,""ingredient_id"":""6980739124546f59ded6129c"",""ingredient_name"":""רוטב יין אדום"",""qty"":4},{""unit"":""ק״ג"",""cost"":3.1,""ingredient_id"":""698344753d3c60cdbe98fa99"",""ingredient_name"":""סוכר חום דמררה"",""qty"":0.5},{""unit"":""ק״ג"",""cost"":4.7370370370370365,""ingredient_id"":""694a7d35a2ca01019a34a11d"",""ingredient_name"":""רוטב סויה כהה הלתי בוי 2.7 קג"",""qty"":0.5}]","564.917037037037","ק״ג","רוטב יין","","6","94.15283950617282","69834e0e6b77f48a900949a7","2026-02-04T13:47:58.910000","2026-02-11T10:39:37.850000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":"""",""cost"":0,""ingredient_id"":"""",""ingredient_name"":"""",""qty"":0},{""unit"":""ק״ג"",""cost"":70,""ingredient_id"":""6983429f1dd90386349aa5af"",""ingredient_name"":""בצל שאלוט"",""qty"":2},{""unit"":""ליטר"",""cost"":13.125,""ingredient_id"":""694a5d4f1efbca3bb938e155"",""ingredient_name"":""לימון טבעי לתיבול 2 ל' קפוא 6 יח בית יוסף"",""qty"":1.5}]","83.125","ליטר","רוטב סאטה בוטנים","","3.5","23.75","69834283cd8aa6a23efd4a81","2026-02-04T12:58:43.382000","2026-02-04T13:00:53.704000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":""ק״ג"",""cost"":5.85,""ingredient_id"":""694a648260a7f5db9d9eb603"",""ingredient_name"":""מרק בצל קנור 1 קג "",""qty"":0.15},{""unit"":""ק״ג"",""cost"":4,""ingredient_id"":""699ed4c56a47a365dd87f832"",""ingredient_name"":""צ'יפוטלה משומר"",""qty"":0.4},{""unit"":""ק״ג"",""cost"":2.35,""ingredient_id"":""694aa3badb1c19b79f239c10"",""ingredient_name"":""פלפל שחור גרוס"",""qty"":0.05},{""unit"":""יחידה"",""cost"":1.6,""ingredient_id"":""695b98015818ece11db154d6"",""ingredient_name"":""כמון הודי טחון"",""qty"":0.05},{""unit"":""ק״ג"",""cost"":0.9750000000000001,""ingredient_id"":""694aa3e9d32437b50e8fc726"",""ingredient_name"":""פפריקה מתוקה מס 4"",""qty"":0.05}]","14.774999999999999","ליטר","רוטב צ'יפוטלה","","0.7000000000000002","21.10714285714285","69807eec28ce824d7f3b1325","2026-02-02T10:39:40.482000","2026-02-25T10:54:54.820000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""ingredient_id"":""694ac82814e29f88bc5329d1"",""ingredient_name"":""פלפל שחור גרוס טעם וריח"",""qty"":0.1,""unit"":""ק״ג"",""cost"":9.16},{""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0.1,""unit"":""ק״ג"",""cost"":0.15833333333333333},{""ingredient_id"":""6980780e8ed3fbb55d193c3a"",""ingredient_name"":""פטריות שמפניון"",""qty"":0.93,""unit"":""ק״ג"",""cost"":43.59375},{""ingredient_id"":""694927a55104981d290890d1"",""ingredient_name"":""אלפרו חלב סויה לבישול 1 ליטר 1/12 בית יוסף"",""qty"":4,""unit"":""ליטר"",""cost"":75.46333333333332}]","128.37541666666667","ליטר","רוטב פטריות מסה","","5.13","25.024447693307344","698077e1f08a40d9c43fb215","2026-02-02T10:09:37.994000","2026-02-02T12:53:41.139000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":""יחידה"",""cost"":161,""ingredient_id"":""691491b3398597de1a02c2a0"",""ingredient_name"":""פולפה עגבניות 4.05 ק\""ג מוטי מארז 1/3"",""qty"":3},{""unit"":""ליטר"",""cost"":25.200000000000003,""ingredient_id"":""694ac5e0d04e735b810e9ab1"",""ingredient_name"":""שמן זית כתית"",""qty"":0.2},{""unit"":""ק״ג"",""cost"":1.95,""ingredient_id"":""69492825c4c1dfcb791b5754"",""ingredient_name"":""סוכר לבן 1/10 ק\""ג ייבוא בד\""ץ עד\""ח"",""qty"":0.5},{""unit"":""ק״ג"",""cost"":9.16,""ingredient_id"":""694ac82814e29f88bc5329d1"",""ingredient_name"":""פלפל שחור גרוס טעם וריח"",""qty"":0.1},{""unit"":""ק״ג"",""cost"":0.15833333333333333,""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0.1}]","173.26833333333332","ליטר","רוטב עגבניות כללי","","3.9000000000000004","44.42777777777777","69807699e9b525b255c286c2","2026-02-02T10:04:09.892000","2026-02-16T14:31:57.598000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0,""unit"":""ק״ג"",""cost"":0},{""ingredient_id"":""694ac5e0d04e735b810e9ab1"",""ingredient_name"":""שמן זית כתית"",""qty"":0,""unit"":""ליטר"",""cost"":0},{""ingredient_id"":""694ac3bbdcf4ce701c626df7"",""ingredient_name"":""שקד טחון מולבן"",""qty"":0,""unit"":""ק״ג"",""cost"":0},{""ingredient_id"":""693fe0445298a9eff27ad253"",""ingredient_name"":""בזיליקום מהדרין"",""qty"":0,""unit"":""ק״ג"",""cost"":0}]","0","ק״ג","רוטב פסטו","","0","0","698074f9010b1a93982233b9","2026-02-02T09:57:13.581000","2026-02-02T09:57:13.581000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":"""",""cost"":0,""ingredient_id"":"""",""ingredient_name"":"""",""qty"":0},{""unit"":""ק״ג"",""cost"":0,""ingredient_id"":""695b90a7a24e0019905664c1"",""ingredient_name"":""ציר בקר קנור 1 קג"",""qty"":0}]","0","ק״ג","רוטב ציר בקר","","0","0","69807292efcd8622f62cd977","2026-02-02T09:46:58.825000","2026-03-02T12:40:35.950000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
"[{""unit"":""ק״ג"",""cost"":29.9,""ingredient_id"":""693fe76977ca7494aead1af0"",""ingredient_name"":""שום קלוף מובחר "",""qty"":1},{""unit"":""ק״ג"",""cost"":7,""ingredient_id"":""694a6a707a61781d8606d16f"",""ingredient_name"":""בצל לבן"",""qty"":1},{""unit"":""ק״ג"",""cost"":4,""ingredient_id"":""694a69cb3612eaef2d23490e"",""ingredient_name"":""גזר"",""qty"":1},{""unit"":""ק״ג"",""cost"":1.588,""ingredient_id"":""694ac6b12c9468aa67224220"",""ingredient_name"":""מרק דגש קנור"",""qty"":0.1},{""unit"":""ק״ג"",""cost"":2.35,""ingredient_id"":""694aa3badb1c19b79f239c10"",""ingredient_name"":""פלפל שחור גרוס"",""qty"":0.05},{""unit"":""ק״ג"",""cost"":0.07916666666666666,""ingredient_id"":""695b9181af04b619b5f77bf7"",""ingredient_name"":""מלח בישול 1/12 קג סלית"",""qty"":0.05},{""unit"":""ק״ג"",""cost"":24,""ingredient_id"":""698070c9754a136cd8c71fcf"",""ingredient_name"":""עצמות עוף"",""qty"":8}]","68.91716666666667","ליטר","רוטב ציר עוף","","11.2","6.153318452380954","6980706add0bd7153297260b","2026-02-02T09:37:46.186000","2026-03-02T12:40:14.216000","6922d81df8b88df1983e2577","info@raytlv.co.il","false"
